,,
char_id,ontology,list_of_finest_character
53,hao,http://purl.obolibrary.org/obo/HAO_0002232
53,pato,http://purl.obolibrary.org/obo/PATO_0000070
54,hao,http://purl.obolibrary.org/obo/HAO_0002206
54,pato,http://purl.obolibrary.org/obo/PATO_0000052
55,hao,http://purl.obolibrary.org/obo/HAO_0000686
55,pato,http://purl.obolibrary.org/obo/PATO_0000070
56,hao,http://purl.obolibrary.org/obo/HAO_0000686
56,pato,http://purl.obolibrary.org/obo/PATO_0000052
57,hao,http://purl.obolibrary.org/obo/HAO_0000686
57,pato,http://purl.obolibrary.org/obo/PATO_0000066
58,hao,http://purl.obolibrary.org/obo/HAO_0002246
58,pato,http://purl.obolibrary.org/obo/PATO_0000070
59,hao,http://purl.obolibrary.org/obo/HAO_0002482
59,pato,http://purl.obolibrary.org/obo/PATO_0000070
60,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0001866"
60,pato,http://purl.obolibrary.org/obo/PATO_0000070
61,hao,http://purl.obolibrary.org/obo/HAO_0000785
61,pato,http://purl.obolibrary.org/obo/PATO_0000070
62,hao,http://purl.obolibrary.org/obo/HAO_0002109
62,pato,http://purl.obolibrary.org/obo/PATO_0000070
63,hao,http://purl.obolibrary.org/obo/HAO_0002111
63,pato,http://purl.obolibrary.org/obo/PATO_0000070
64,hao,http://purl.obolibrary.org/obo/HAO_0002112
64,pato,http://purl.obolibrary.org/obo/PATO_0000070
65,hao,http://purl.obolibrary.org/obo/HAO_0002113
65,pato,http://purl.obolibrary.org/obo/PATO_0000070
66,hao,http://purl.obolibrary.org/obo/HAO_0002220
66,pato,http://purl.obolibrary.org/obo/PATO_0000070
67,hao,http://purl.obolibrary.org/obo/HAO_0002531
67,pato,http://purl.obolibrary.org/obo/PATO_0000070
68,hao,http://purl.obolibrary.org/obo/HAO_0002183
68,pato,http://purl.obolibrary.org/obo/PATO_0000052
69,hao,"http://purl.obolibrary.org/obo/HAO_0002112,http://purl.obolibrary.org/obo/HAO_0000933"
69,pato,http://purl.obolibrary.org/obo/PATO_0000070
70,hao,http://purl.obolibrary.org/obo/HAO_0002112
70,pato,http://purl.obolibrary.org/obo/PATO_0000052
71,hao,http://purl.obolibrary.org/obo/HAO_0000457
71,pato,http://purl.obolibrary.org/obo/PATO_0000052
72,hao,http://purl.obolibrary.org/obo/HAO_0000368
72,pato,http://purl.obolibrary.org/obo/PATO_0000052
73,hao,http://purl.obolibrary.org/obo/HAO_0000368
73,pato,http://purl.obolibrary.org/obo/PATO_0000141
74,hao,"http://purl.obolibrary.org/obo/HAO_0000958,http://purl.obolibrary.org/obo/HAO_0000933"
74,pato,http://purl.obolibrary.org/obo/PATO_0000070
75,hao,http://purl.obolibrary.org/obo/HAO_0000853
75,pato,http://purl.obolibrary.org/obo/PATO_0000052
76,hao,"http://purl.obolibrary.org/obo/HAO_0000853,http://purl.obolibrary.org/obo/HAO_0000188"
76,pato,http://purl.obolibrary.org/obo/PATO_0000070
77,hao,http://purl.obolibrary.org/obo/HAO_0002287
77,pato,http://purl.obolibrary.org/obo/PATO_0000070
78,hao,"http://purl.obolibrary.org/obo/HAO_0000853,http://purl.obolibrary.org/obo/HAO_0002272"
78,pato,http://purl.obolibrary.org/obo/PATO_0000122
79,hao,http://purl.obolibrary.org/obo/HAO_0000853
79,pato,http://purl.obolibrary.org/obo/PATO_0000133
80,hao,http://purl.obolibrary.org/obo/HAO_0001031
80,pato,http://purl.obolibrary.org/obo/PATO_0000070
81,hao,http://purl.obolibrary.org/obo/HAO_0000853
81,pato,http://purl.obolibrary.org/obo/PATO_0000052
82,hao,"http://purl.obolibrary.org/obo/HAO_0000131,http://purl.obolibrary.org/obo/HAO_0000855"
82,pato,http://purl.obolibrary.org/obo/PATO_0000070
83,hao,http://purl.obolibrary.org/obo/HAO_0001852
83,pato,http://purl.obolibrary.org/obo/PATO_0000070
84,hao,http://purl.obolibrary.org/obo/HAO_0000840
84,pato,http://purl.obolibrary.org/obo/PATO_0000052
85,hao,"http://purl.obolibrary.org/obo/HAO_0000853,http://purl.obolibrary.org/obo/HAO_0000188"
85,pato,http://purl.obolibrary.org/obo/PATO_0000070
86,hao,http://purl.obolibrary.org/obo/HAO_0000770
86,pato,http://purl.obolibrary.org/obo/PATO_0000070
87,hao,http://purl.obolibrary.org/obo/HAO_0000836
87,pato,http://purl.obolibrary.org/obo/PATO_0000070
88,hao,http://purl.obolibrary.org/obo/HAO_0000582
88,pato,http://purl.obolibrary.org/obo/PATO_0000140
89,hao,"http://purl.obolibrary.org/obo/HAO_0000853,http://purl.obolibrary.org/obo/HAO_0000566"
89,pato,http://purl.obolibrary.org/obo/PATO_0000140
90,hao,http://purl.obolibrary.org/obo/HAO_0001055
90,pato,http://purl.obolibrary.org/obo/PATO_0000070
91,hao,http://purl.obolibrary.org/obo/HAO_0000811
91,pato,http://purl.obolibrary.org/obo/PATO_0000070
92,hao,http://purl.obolibrary.org/obo/HAO_0000811
92,hao,http://purl.obolibrary.org/obo/PATO_0000140
93,hao,http://purl.obolibrary.org/obo/HAO_0000761
93,pato,http://purl.obolibrary.org/obo/PATO_0000070
94,hao,"http://purl.obolibrary.org/obo/HAO_0000811,http://purl.obolibrary.org/obo/HAO_0000582"
94,pato,http://purl.obolibrary.org/obo/PATO_0000140
95,hao,http://purl.obolibrary.org/obo/HAO_0000811
95,pato,http://purl.obolibrary.org/obo/PATO_0000140
96,hao,http://purl.obolibrary.org/obo/HAO_0001285
96,pato,http://purl.obolibrary.org/obo/PATO_0000140
97,hao,http://purl.obolibrary.org/obo/HAO_0000582
97,pato,http://purl.obolibrary.org/obo/PATO_0000140
98,hao,"http://purl.obolibrary.org/obo/HAO_0000582,http://purl.obolibrary.org/obo/HAO_0000829"
98,pato,http://purl.obolibrary.org/obo/PATO_0000070
99,hao,http://purl.obolibrary.org/obo/HAO_0000193
99,pato,http://purl.obolibrary.org/obo/PATO_0000141
100,hao,http://purl.obolibrary.org/obo/HAO_0000193
100,pato,http://purl.obolibrary.org/obo/PATO_0000140
101,hao,http://purl.obolibrary.org/obo/HAO_0000192
101,pato,http://purl.obolibrary.org/obo/PATO_0000070
102,hao,http://purl.obolibrary.org/obo/HAO_0000192
102,pato,http://purl.obolibrary.org/obo/PATO_0000117
103,hao,http://purl.obolibrary.org/obo/HAO_0000192
103,pato,http://purl.obolibrary.org/obo/PATO_0000140
104,hao,http://purl.obolibrary.org/obo/HAO_0001284
104,pato,http://purl.obolibrary.org/obo/PATO_0000140
105,hao,http://purl.obolibrary.org/obo/HAO_0000270
105,pato,http://purl.obolibrary.org/obo/PATO_0000070
106,hao,"http://purl.obolibrary.org/obo/HAO_0000862,"
106,pato,http://purl.obolibrary.org/obo/PATO_0000140
107,hao,http://purl.obolibrary.org/obo/HAO_0000856
107,pato,http://purl.obolibrary.org/obo/PATO_0000070
108,hao,"http://purl.obolibrary.org/obo/HAO_0000856,http://purl.obolibrary.org/obo/HAO_0000825"
108,pato,http://purl.obolibrary.org/obo/PATO_0000140
109,hao,http://purl.obolibrary.org/obo/HAO_0000497
109,pato,http://purl.obolibrary.org/obo/PATO_0000070
110,hao,"http://purl.obolibrary.org/obo/HAO_0000862,http://purl.obolibrary.org/obo/HAO_0000873"
110,pato,http://purl.obolibrary.org/obo/PATO_0000140
111,hao,http://purl.obolibrary.org/obo/HAO_0000295
111,pato,http://purl.obolibrary.org/obo/PATO_0000070
112,hao,"http://purl.obolibrary.org/obo/HAO_0000862,http://purl.obolibrary.org/obo/HAO_0000853"
112,pato,http://purl.obolibrary.org/obo/PATO_0000140
113,hao,http://purl.obolibrary.org/obo/HAO_0002500
113,pato,http://purl.obolibrary.org/obo/PATO_0000070
114,hao,http://purl.obolibrary.org/obo/HAO_0002500
114,pato,http://purl.obolibrary.org/obo/PATO_0000140
115,hao,"http://purl.obolibrary.org/obo/HAO_0000873,http://purl.obolibrary.org/obo/HAO_0000862"
115,pato,http://purl.obolibrary.org/obo/PATO_0000140
116,hao,http://purl.obolibrary.org/obo/HAO_0000123
116,pato,http://purl.obolibrary.org/obo/PATO_0000070
117,hao,http://purl.obolibrary.org/obo/HAO_0002501
117,pato,http://purl.obolibrary.org/obo/PATO_0000070
118,hao,http://purl.obolibrary.org/obo/HAO_0000871
118,pato,http://purl.obolibrary.org/obo/PATO_0000070
119,hao,http://purl.obolibrary.org/obo/HAO_0000827
119,pato,http://purl.obolibrary.org/obo/PATO_0000070
120,hao,http://purl.obolibrary.org/obo/HAO_0000124
120,pato,http://purl.obolibrary.org/obo/PATO_0000070
121,hao,http://purl.obolibrary.org/obo/HAO_0001906
121,pato,http://purl.obolibrary.org/obo/PATO_0000070
122,hao,"http://purl.obolibrary.org/obo/HAO_0000825,http://purl.obolibrary.org/obo/HAO_0000862"
122,pato,http://purl.obolibrary.org/obo/PATO_0000140
123,hao,http://purl.obolibrary.org/obo/HAO_0001315
123,pato,http://purl.obolibrary.org/obo/PATO_0001334
124,hao,"http://purl.obolibrary.org/obo/HAO_0000188,http://purl.obolibrary.org/obo/HAO_0001122"
124,pato,http://purl.obolibrary.org/obo/PATO_0000070
125,hao,"http://purl.obolibrary.org/obo/HAO_0000978,http://purl.obolibrary.org/obo/HAO_0000350"
125,pato,http://purl.obolibrary.org/obo/PATO_0000070
126,hao,http://purl.obolibrary.org/obo/HAO_0000875
126,pato,http://purl.obolibrary.org/obo/PATO_0000070
127,hao,http://purl.obolibrary.org/obo/HAO_0000875
127,pato,http://purl.obolibrary.org/obo/PATO_0000070
128,hao,http://purl.obolibrary.org/obo/HAO_0000177
128,pato,http://purl.obolibrary.org/obo/PATO_0000070
129,hao,http://purl.obolibrary.org/obo/HAO_0001180
129,pato,http://purl.obolibrary.org/obo/PATO_0000070
130,hao,"http://purl.obolibrary.org/obo/HAO_0001106,http://purl.obolibrary.org/obo/HAO_0000951"
130,pato,http://purl.obolibrary.org/obo/PATO_0000070
131,hao,http://purl.obolibrary.org/obo/HAO_0000855
131,pato,http://purl.obolibrary.org/obo/PATO_0000070
132,hao,http://purl.obolibrary.org/obo/HAO_0000855
132,pato,http://purl.obolibrary.org/obo/PATO_0000052
133,hao,http://purl.obolibrary.org/obo/HAO_0000855
133,pato,http://purl.obolibrary.org/obo/PATO_0000052
134,hao,http://purl.obolibrary.org/obo/HAO_0001080
134,pato,http://purl.obolibrary.org/obo/PATO_0000070
135,hao,http://purl.obolibrary.org/obo/HAO_0001080
135,pato,http://purl.obolibrary.org/obo/PATO_0000117
136,hao,http://purl.obolibrary.org/obo/HAO_0000523
136,pato,http://purl.obolibrary.org/obo/PATO_0000070
137,hao,http://purl.obolibrary.org/obo/HAO_0000128
137,pato,http://purl.obolibrary.org/obo/PATO_0000070
138,hao,http://purl.obolibrary.org/obo/HAO_0000647
138,pato,http://purl.obolibrary.org/obo/PATO_0000070
139,hao,http://purl.obolibrary.org/obo/HAO_0001902
139,pato,http://purl.obolibrary.org/obo/PATO_0000070
140,hao,"http://purl.obolibrary.org/obo/HAO_0000647,http://purl.obolibrary.org/obo/HAO_0001027"
140,pato,http://purl.obolibrary.org/obo/PATO_0000140
141,hao,http://purl.obolibrary.org/obo/HAO_0000694
141,pato,http://purl.obolibrary.org/obo/PATO_0000070
142,hao,http://purl.obolibrary.org/obo/HAO_0000697
142,pato,http://purl.obolibrary.org/obo/PATO_0000070
143,hao,http://purl.obolibrary.org/obo/HAO_0001204
143,pato,http://purl.obolibrary.org/obo/PATO_0000070
144,hao,http://purl.obolibrary.org/obo/HAO_0001204
144,pato,http://purl.obolibrary.org/obo/PATO_0000141
145,hao,http://purl.obolibrary.org/obo/HAO_0002502
145,pato,http://purl.obolibrary.org/obo/PATO_0000070
146,hao,http://purl.obolibrary.org/obo/HAO_0000252
146,pato,http://purl.obolibrary.org/obo/PATO_0000117
147,hao,http://purl.obolibrary.org/obo/HAO_0000156
147,pato,http://purl.obolibrary.org/obo/PATO_0000070
148,hao,http://purl.obolibrary.org/obo/HAO_0000155
148,pato,http://purl.obolibrary.org/obo/PATO_0000052
149,hao,http://purl.obolibrary.org/obo/HAO_0001481
149,pato,http://purl.obolibrary.org/obo/PATO_0000070
150,hao,http://purl.obolibrary.org/obo/HAO_0000919
150,pato,http://purl.obolibrary.org/obo/PATO_0000141
151,hao,"http://purl.obolibrary.org/obo/HAO_0000574,http://purl.obolibrary.org/obo/HAO_0000188"
151,pato,http://purl.obolibrary.org/obo/PATO_0000070
152,hao,"http://purl.obolibrary.org/obo/HAO_0002502,http://purl.obolibrary.org/obo/HAO_0000918"
152,pato,http://purl.obolibrary.org/obo/PATO_0000140
153,hao,http://purl.obolibrary.org/obo/HAO_0002503
153,hao,http://purl.obolibrary.org/obo/PATO_0000070
154,hao,http://purl.obolibrary.org/obo/HAO_0002504
154,hao,http://purl.obolibrary.org/obo/PATO_0000070
155,hao,http://purl.obolibrary.org/obo/HAO_0000574
155,pato,http://purl.obolibrary.org/obo/PATO_0000141
156,hao,http://purl.obolibrary.org/obo/HAO_0000355
156,pato,http://purl.obolibrary.org/obo/PATO_0000070
157,hao,http://purl.obolibrary.org/obo/HAO_0000757
157,pato,http://purl.obolibrary.org/obo/PATO_0000070
158,hao,http://purl.obolibrary.org/obo/HAO_0000568
158,pato,http://purl.obolibrary.org/obo/PATO_0000070
159,hao,http://purl.obolibrary.org/obo/HAO_0001903
159,pato,http://purl.obolibrary.org/obo/PATO_0000052
160,hao,http://purl.obolibrary.org/obo/HAO_0001903
160,pato,http://purl.obolibrary.org/obo/PATO_0000140
161,hao,http://purl.obolibrary.org/obo/HAO_0001903
161,pato,http://purl.obolibrary.org/obo/PATO_0000117
162,hao,http://purl.obolibrary.org/obo/HAO_0000881
162,pato,http://purl.obolibrary.org/obo/PATO_0000070
163,hao,"http://purl.obolibrary.org/obo/HAO_0000574,http://purl.obolibrary.org/obo/HAO_0000558"
163,pato,http://purl.obolibrary.org/obo/PATO_0000140
164,hao,"http://purl.obolibrary.org/obo/HAO_0000558,http://purl.obolibrary.org/obo/HAO_0000344"
164,pato,http://purl.obolibrary.org/obo/PATO_0000070
165,hao,"http://purl.obolibrary.org/obo/HAO_0000558,http://purl.obolibrary.org/obo/HAO_0000188"
165,pato,http://purl.obolibrary.org/obo/PATO_0000070
166,hao,http://purl.obolibrary.org/obo/HAO_0001353
166,pato,http://purl.obolibrary.org/obo/PATO_0000070
167,hao,http://purl.obolibrary.org/obo/HAO_0001353
167,pato,http://purl.obolibrary.org/obo/PATO_0000070
168,hao,http://purl.obolibrary.org/obo/HAO_0001353
168,pato,http://purl.obolibrary.org/obo/PATO_0000052
169,hao,"http://purl.obolibrary.org/obo/HAO_0000558,http://purl.obolibrary.org/obo/HAO_0000603"
169,pato,http://purl.obolibrary.org/obo/PATO_0000140
170,hao,http://purl.obolibrary.org/obo/HAO_0000567
170,pato,http://purl.obolibrary.org/obo/PATO_0000140
171,hao,http://purl.obolibrary.org/obo/HAO_0000258
171,pato,http://purl.obolibrary.org/obo/PATO_0000070
172,hao,"http://purl.obolibrary.org/obo/HAO_0000993,http://purl.obolibrary.org/obo/HAO_0000853"
172,pato,http://purl.obolibrary.org/obo/PATO_0000140
173,hao,"http://purl.obolibrary.org/obo/HAO_0000993,http://purl.obolibrary.org/obo/HAO_0000853"
173,pato,http://purl.obolibrary.org/obo/PATO_0000140
174,hao,http://purl.obolibrary.org/obo/HAO_0000542
174,pato,http://purl.obolibrary.org/obo/PATO_0000117
175,hao,"http://purl.obolibrary.org/obo/HAO_0002505,http://purl.obolibrary.org/obo/HAO_0000557"
175,pato,http://purl.obolibrary.org/obo/PATO_0000070
176,hao,http://purl.obolibrary.org/obo/HAO_0000811
176,pato,http://purl.obolibrary.org/obo/PATO_0000070
177,hao,http://purl.obolibrary.org/obo/HAO_0000769
177,pato,http://purl.obolibrary.org/obo/PATO_0000140
178,hao,http://purl.obolibrary.org/obo/HAO_0002506
178,pato,http://purl.obolibrary.org/obo/PATO_0000070
179,hao,http://purl.obolibrary.org/obo/HAO_0000537
179,pato,http://purl.obolibrary.org/obo/PATO_0000070
180,hao,"http://purl.obolibrary.org/obo/HAO_0001359,http://purl.obolibrary.org/obo/HAO_0000537"
180,pato,http://purl.obolibrary.org/obo/PATO_0000070
181,hao,"http://purl.obolibrary.org/obo/HAO_0001359,http://purl.obolibrary.org/obo/HAO_0000537"
181,pato,http://purl.obolibrary.org/obo/PATO_0000140
182,hao,http://purl.obolibrary.org/obo/HAO_0001357
182,pato,http://purl.obolibrary.org/obo/PATO_0000070
183,hao,http://purl.obolibrary.org/obo/HAO_0001358
183,pato,http://purl.obolibrary.org/obo/PATO_0000070
184,hao,http://purl.obolibrary.org/obo/HAO_0000562
184,pato,http://purl.obolibrary.org/obo/PATO_0000070
185,hao,http://purl.obolibrary.org/obo/HAO_0001694
185,pato,http://purl.obolibrary.org/obo/PATO_0000070
186,hao,http://purl.obolibrary.org/obo/HAO_0002507
186,pato,http://purl.obolibrary.org/obo/PATO_0000070
187,hao,http://purl.obolibrary.org/obo/HAO_0000292
187,pato,http://purl.obolibrary.org/obo/PATO_0000070
188,hao,http://purl.obolibrary.org/obo/HAO_0000294
188,pato,http://purl.obolibrary.org/obo/PATO_0000070
189,hao,http://purl.obolibrary.org/obo/HAO_0000975
189,pato,http://purl.obolibrary.org/obo/PATO_0000070
190,hao,http://purl.obolibrary.org/obo/HAO_0000560
190,pato,http://purl.obolibrary.org/obo/PATO_0000070
191,hao,http://purl.obolibrary.org/obo/HAO_0000953
191,pato,http://purl.obolibrary.org/obo/PATO_0000070
192,hao,http://purl.obolibrary.org/obo/HAO_0000794
192,pato,http://purl.obolibrary.org/obo/PATO_0000070
193,hao,http://purl.obolibrary.org/obo/HAO_0001785
193,pato,http://purl.obolibrary.org/obo/PATO_0000140
194,hao,http://purl.obolibrary.org/obo/HAO_0001383
194,pato,http://purl.obolibrary.org/obo/PATO_0000070
195,hao,http://purl.obolibrary.org/obo/HAO_0001383
195,pato,http://purl.obolibrary.org/obo/PATO_0000140
196,hao,"http://purl.obolibrary.org/obo/HAO_0000549,http://purl.obolibrary.org/obo/HAO_0001785"
196,pato,http://purl.obolibrary.org/obo/PATO_0000140
197,hao,http://purl.obolibrary.org/obo/HAO_0002508
197,pato,http://purl.obolibrary.org/obo/PATO_0000070
198,hao,http://purl.obolibrary.org/obo/HAO_0000475
198,pato,http://purl.obolibrary.org/obo/PATO_0000052
199,hao,http://purl.obolibrary.org/obo/HAO_0001439
199,pato,http://purl.obolibrary.org/obo/PATO_0000052
200,hao,http://purl.obolibrary.org/obo/HAO_0000548
200,pato,http://purl.obolibrary.org/obo/PATO_0000070
201,hao,http://purl.obolibrary.org/obo/HAO_0000121
201,pato,http://purl.obolibrary.org/obo/PATO_0000070
202,hao,"http://purl.obolibrary.org/obo/HAO_0000475,http://purl.obolibrary.org/obo/HAO_0000566"
202,pato,http://purl.obolibrary.org/obo/PATO_0000140
203,hao,http://purl.obolibrary.org/obo/HAO_0000635
203,pato,http://purl.obolibrary.org/obo/PATO_0000141
204,hao,http://purl.obolibrary.org/obo/HAO_0001368
204,pato,http://purl.obolibrary.org/obo/PATO_0000117
205,hao,http://purl.obolibrary.org/obo/HAO_0001256
205,pato,http://purl.obolibrary.org/obo/PATO_0000117
206,hao,http://purl.obolibrary.org/obo/HAO_0001858
206,pato,http://purl.obolibrary.org/obo/PATO_0000070
207,hao,http://purl.obolibrary.org/obo/HAO_0000603
207,pato,http://purl.obolibrary.org/obo/PATO_0000117
208,hao,"http://purl.obolibrary.org/obo/HAO_0000603,http://purl.obolibrary.org/obo/HAO_0000574"
208,pato,http://purl.obolibrary.org/obo/PATO_0000133
209,hao,http://purl.obolibrary.org/obo/HAO_0000189
209,pato,http://purl.obolibrary.org/obo/PATO_0000070
210,hao,http://purl.obolibrary.org/obo/HAO_0002483
210,pato,http://purl.obolibrary.org/obo/PATO_0000070
211,hao,http://purl.obolibrary.org/obo/HAO_0000404
211,pato,http://purl.obolibrary.org/obo/PATO_0000070
212,hao,http://purl.obolibrary.org/obo/HAO_0000625
212,pato,http://purl.obolibrary.org/obo/PATO_0000070
213,hao,http://purl.obolibrary.org/obo/HAO_0000625
213,pato,http://purl.obolibrary.org/obo/PATO_0000140
214,hao,http://purl.obolibrary.org/obo/HAO_0000603
214,pato,http://purl.obolibrary.org/obo/PATO_0000052
215,hao,http://purl.obolibrary.org/obo/HAO_0000624
215,pato,http://purl.obolibrary.org/obo/PATO_0000070
216,hao,http://purl.obolibrary.org/obo/HAO_0002484
216,pato,http://purl.obolibrary.org/obo/PATO_0000070
217,hao,http://purl.obolibrary.org/obo/HAO_0002485
217,pato,http://purl.obolibrary.org/obo/PATO_0000070
218,hao,"http://purl.obolibrary.org/obo/HAO_0000608,http://purl.obolibrary.org/obo/HAO_0000051"
218,pato,http://purl.obolibrary.org/obo/PATO_0000140
219,hao,"http://purl.obolibrary.org/obo/HAO_0000608,http://purl.obolibrary.org/obo/HAO_0000621"
219,pato,http://purl.obolibrary.org/obo/PATO_0000140
220,hao,http://purl.obolibrary.org/obo/HAO_0002509
220,pato,http://purl.obolibrary.org/obo/PATO_0000070
221,hao,http://purl.obolibrary.org/obo/HAO_0000632
221,pato,http://purl.obolibrary.org/obo/PATO_0000140
222,hao,http://purl.obolibrary.org/obo/HAO_0000632
222,pato,http://purl.obolibrary.org/obo/PATO_0000117
223,hao,http://purl.obolibrary.org/obo/HAO_0002486
223,pato,http://purl.obolibrary.org/obo/PATO_0000070
224,hao,http://purl.obolibrary.org/obo/HAO_0000609
224,pato,http://purl.obolibrary.org/obo/PATO_0000070
