,,
char_id,ontology,list_of_finest_character
225,hao,http://purl.obolibrary.org/obo/HAO_0000612
225,pato,http://purl.obolibrary.org/obo/PATO_0000070
226,hao,http://purl.obolibrary.org/obo/HAO_0000607
226,pato,http://purl.obolibrary.org/obo/PATO_0000070
227,hao,"http://purl.obolibrary.org/obo/HAO_0000621,http://purl.obolibrary.org/obo/HAO_0000566"
227,pato,http://purl.obolibrary.org/obo/PATO_0000140
228,hao,http://purl.obolibrary.org/obo/HAO_0002510
228,pato,http://purl.obolibrary.org/obo/PATO_0000070
229,hao,http://purl.obolibrary.org/obo/HAO_0001378
229,pato,http://purl.obolibrary.org/obo/PATO_0000070
230,hao,http://purl.obolibrary.org/obo/HAO_0001056
230,pato,http://purl.obolibrary.org/obo/PATO_0000070
231,hao,http://purl.obolibrary.org/obo/HAO_0001056
231,pato,http://purl.obolibrary.org/obo/PATO_0000070
232,hao,http://purl.obolibrary.org/obo/HAO_0000684
232,pato,http://purl.obolibrary.org/obo/PATO_0000140
233,hao,http://purl.obolibrary.org/obo/HAO_0000684
233,pato,http://purl.obolibrary.org/obo/PATO_0000070
234,hao,http://purl.obolibrary.org/obo/HAO_0002487
234,pato,http://purl.obolibrary.org/obo/PATO_0000070
235,hao,"http://purl.obolibrary.org/obo/HAO_0000684,http://purl.obolibrary.org/obo/HAO_0002250"
235,pato,http://purl.obolibrary.org/obo/PATO_0000140
236,hao,http://purl.obolibrary.org/obo/HAO_0002488
236,pato,http://purl.obolibrary.org/obo/PATO_0000070
237,hao,"http://purl.obolibrary.org/obo/HAO_0001264,http://purl.obolibrary.org/obo/HAO_0001785"
237,pato,http://purl.obolibrary.org/obo/PATO_0000140
238,hao,http://purl.obolibrary.org/obo/HAO_0001385
238,pato,http://purl.obolibrary.org/obo/PATO_0000117
239,hao,http://purl.obolibrary.org/obo/HAO_0001385
239,pato,http://purl.obolibrary.org/obo/PATO_0000140
240,hao,http://purl.obolibrary.org/obo/HAO_0001414
240,pato,http://purl.obolibrary.org/obo/PATO_0000117
241,hao,http://purl.obolibrary.org/obo/HAO_0002489
241,pato,http://purl.obolibrary.org/obo/PATO_0000070
242,hao,"http://purl.obolibrary.org/obo/HAO_0000594,http://purl.obolibrary.org/obo/HAO_0001264"
242,pato,http://purl.obolibrary.org/obo/PATO_0000140
243,hao,http://purl.obolibrary.org/obo/HAO_0000594
243,pato,http://purl.obolibrary.org/obo/PATO_0000070
244,hao,"http://purl.obolibrary.org/obo/HAO_0000593,http://purl.obolibrary.org/obo/HAO_0000591"
244,pato,http://purl.obolibrary.org/obo/PATO_0000140
245,hao,"http://purl.obolibrary.org/obo/HAO_0000592, http://purl.obolibrary.org/obo/HAO_0000590"
245,pato,http://purl.obolibrary.org/obo/PATO_0000140
246,hao,"http://purl.obolibrary.org/obo/HAO_0000592,http://purl.obolibrary.org/obo/HAO_0000547"
246,pato,http://purl.obolibrary.org/obo/PATO_0000140
247,hao,http://purl.obolibrary.org/obo/HAO_0002490
247,pato,http://purl.obolibrary.org/obo/PATO_0000117
248,hao,"http://purl.obolibrary.org/obo/HAO_0000593,http://purl.obolibrary.org/obo/HAO_0000607"
248,pato,http://purl.obolibrary.org/obo/PATO_0000140
249,hao,http://purl.obolibrary.org/obo/HAO_0001725
249,pato,http://purl.obolibrary.org/obo/PATO_0000070
250,hao,http://purl.obolibrary.org/obo/HAO_0000587
250,pato,http://purl.obolibrary.org/obo/PATO_0000117
251,hao,http://purl.obolibrary.org/obo/HAO_0002491
251,pato,http://purl.obolibrary.org/obo/PATO_0000070
252,hao,http://purl.obolibrary.org/obo/HAO_0002492
252,pato,http://purl.obolibrary.org/obo/PATO_0000070
253,hao,"http://purl.obolibrary.org/obo/HAO_0001686,http://purl.obolibrary.org/obo/HAO_0000631"
253,pato,http://purl.obolibrary.org/obo/PATO_0000070
254,hao,http://purl.obolibrary.org/obo/HAO_0000990
254,pato,http://purl.obolibrary.org/obo/PATO_0000070
255,hao,http://purl.obolibrary.org/obo/HAO_0000051
255,pato,http://purl.obolibrary.org/obo/PATO_0000141
256,hao,"http://purl.obolibrary.org/obo/HAO_0001877,http://purl.obolibrary.org/obo/HAO_0000051"
256,pato,http://purl.obolibrary.org/obo/PATO_0000140
257,hao,http://purl.obolibrary.org/obo/HAO_0002493
257,pato,http://purl.obolibrary.org/obo/PATO_0000070
258,hao,http://purl.obolibrary.org/obo/HAO_0002494
258,pato,http://purl.obolibrary.org/obo/PATO_0000070
259,hao,http://purl.obolibrary.org/obo/HAO_0000606
259,pato,http://purl.obolibrary.org/obo/PATO_0000070
260,hao,http://purl.obolibrary.org/obo/HAO_0000606
260,pato,http://purl.obolibrary.org/obo/PATO_0000141
261,hao,http://purl.obolibrary.org/obo/HAO_0002495
261,pato,http://purl.obolibrary.org/obo/PATO_0000070
262,hao,"http://purl.obolibrary.org/obo/HAO_0000606,http://purl.obolibrary.org/obo/HAO_0000607"
262,pato,http://purl.obolibrary.org/obo/PATO_0000140
263,hao,http://purl.obolibrary.org/obo/HAO_0001877
263,pato,http://purl.obolibrary.org/obo/PATO_0000141
264,hao,http://purl.obolibrary.org/obo/HAO_0002397
264,pato,http://purl.obolibrary.org/obo/PATO_0000070
265,hao,http://purl.obolibrary.org/obo/HAO_0000529
265,pato,http://purl.obolibrary.org/obo/PATO_0000070
266,hao,http://purl.obolibrary.org/obo/HAO_0001652
266,pato,http://purl.obolibrary.org/obo/PATO_0000070
267,hao,http://purl.obolibrary.org/obo/HAO_0000329
267,pato,http://purl.obolibrary.org/obo/PATO_0000052
268,hao,http://purl.obolibrary.org/obo/HAO_0001942
268,pato,http://purl.obolibrary.org/obo/PATO_0000070
269,hao,http://purl.obolibrary.org/obo/HAO_0000329
269,pato,http://purl.obolibrary.org/obo/PATO_0000140
270,hao,http://purl.obolibrary.org/obo/HAO_0000329
270,pato,http://purl.obolibrary.org/obo/PATO_0000140
271,hao,http://purl.obolibrary.org/obo/HAO_0001930
271,pato,http://purl.obolibrary.org/obo/PATO_0000070
272,hao,http://purl.obolibrary.org/obo/HAO_0000865
272,pato,http://purl.obolibrary.org/obo/PATO_0000070
273,hao,"http://purl.obolibrary.org/obo/HAO_0000865,http://purl.obolibrary.org/obo/HAO_0001264"
273,pato,http://purl.obolibrary.org/obo/PATO_0000140
274,hao,"http://purl.obolibrary.org/obo/HAO_0000865,http://purl.obolibrary.org/obo/HAO_0001264"
274,pato,http://purl.obolibrary.org/obo/PATO_0000140
275,hao,http://purl.obolibrary.org/obo/HAO_0000865
275,pato,http://purl.obolibrary.org/obo/PATO_0000052
276,hao,http://purl.obolibrary.org/obo/HAO_0002265
276,pato,http://purl.obolibrary.org/obo/PATO_0000070
277,hao,http://purl.obolibrary.org/obo/HAO_0000866
277,pato,http://purl.obolibrary.org/obo/PATO_0000070
278,hao,http://purl.obolibrary.org/obo/HAO_0000035
278,pato,http://purl.obolibrary.org/obo/PATO_0000070
279,hao,"http://purl.obolibrary.org/obo/HAO_0000035,http://purl.obolibrary.org/obo/HAO_0000053"
279,pato,http://purl.obolibrary.org/obo/PATO_0000141
280,hao,http://purl.obolibrary.org/obo/HAO_0000020
280,pato,http://purl.obolibrary.org/obo/PATO_0000052
281,hao,http://purl.obolibrary.org/obo/HAO_0001734
281,pato,http://purl.obolibrary.org/obo/PATO_0000070
282,hao,http://purl.obolibrary.org/obo/HAO_0001734
282,pato,http://purl.obolibrary.org/obo/PATO_0000117
283,hao,http://purl.obolibrary.org/obo/HAO_0001029
283,pato,http://purl.obolibrary.org/obo/PATO_0000070
284,hao,http://purl.obolibrary.org/obo/HAO_0002496
284,pato,http://purl.obolibrary.org/obo/PATO_0000070
285,hao,http://purl.obolibrary.org/obo/HAO_0000035
285,pato,http://purl.obolibrary.org/obo/PATO_0000141
286,hao,http://purl.obolibrary.org/obo/HAO_0000035
286,pato,http://purl.obolibrary.org/obo/PATO_0000141
287,hao,http://purl.obolibrary.org/obo/HAO_0001882
287,pato,http://purl.obolibrary.org/obo/PATO_0000070
288,hao,http://purl.obolibrary.org/obo/HAO_0001878
288,pato,http://purl.obolibrary.org/obo/PATO_0000070
289,hao,http://purl.obolibrary.org/obo/HAO_0001544
289,pato,http://purl.obolibrary.org/obo/PATO_0000070
290,hao,http://purl.obolibrary.org/obo/HAO_0001578
290,pato,http://purl.obolibrary.org/obo/PATO_0000140
291,hao,http://purl.obolibrary.org/obo/HAO_0001615
291,pato,http://purl.obolibrary.org/obo/PATO_0000070
292,hao,http://purl.obolibrary.org/obo/HAO_0000845
292,pato,http://purl.obolibrary.org/obo/PATO_0000070
293,hao,http://purl.obolibrary.org/obo/HAO_0000849
293,pato,http://purl.obolibrary.org/obo/PATO_0000070
294,hao,http://purl.obolibrary.org/obo/HAO_0001306
294,pato,http://purl.obolibrary.org/obo/PATO_0000070
295,hao,"http://purl.obolibrary.org/obo/HAO_0001801,http://purl.obolibrary.org/obo/HAO_0001707,http://purl.obolibrary.org/obo/HAO_0000846"
295,pato,http://purl.obolibrary.org/obo/PATO_0000070
296,hao,http://purl.obolibrary.org/obo/HAO_0000846
296,pato,http://purl.obolibrary.org/obo/PATO_0000140
297,hao,http://purl.obolibrary.org/obo/HAO_0001397
297,pato,http://purl.obolibrary.org/obo/PATO_0000070
298,hao,http://purl.obolibrary.org/obo/HAO_0001806
298,pato,http://purl.obolibrary.org/obo/PATO_0000070
299,hao,http://purl.obolibrary.org/obo/HAO_0001305
299,pato,http://purl.obolibrary.org/obo/PATO_0000070
300,hao,http://purl.obolibrary.org/obo/HAO_0001698
300,pato,http://purl.obolibrary.org/obo/PATO_0000070
301,hao,http://purl.obolibrary.org/obo/HAO_0001774
301,pato,http://purl.obolibrary.org/obo/PATO_0000070
302,hao,http://purl.obolibrary.org/obo/HAO_0000528
302,pato,http://purl.obolibrary.org/obo/PATO_0000140
303,hao,http://purl.obolibrary.org/obo/HAO_0001309
303,pato,http://purl.obolibrary.org/obo/PATO_0000070
304,hao,http://purl.obolibrary.org/obo/HAO_0001664
304,pato,http://purl.obolibrary.org/obo/PATO_0000070
305,hao,http://purl.obolibrary.org/obo/HAO_0000255
305,pato,http://purl.obolibrary.org/obo/PATO_0000070
306,hao,http://purl.obolibrary.org/obo/HAO_0000579
306,pato,http://purl.obolibrary.org/obo/PATO_0000140
307,hao,http://purl.obolibrary.org/obo/HAO_0001645
307,pato,http://purl.obolibrary.org/obo/PATO_0000070
308,hao,http://purl.obolibrary.org/obo/HAO_0001643
308,pato,http://purl.obolibrary.org/obo/PATO_0000070
309,hao,http://purl.obolibrary.org/obo/HAO_0001644
309,pato,http://purl.obolibrary.org/obo/PATO_0000070
310,hao,http://purl.obolibrary.org/obo/HAO_0001440
310,pato,http://purl.obolibrary.org/obo/PATO_0000070
311,hao,http://purl.obolibrary.org/obo/HAO_0000754
311,pato,http://purl.obolibrary.org/obo/PATO_0000070
312,hao,http://purl.obolibrary.org/obo/HAO_0001169
312,pato,http://purl.obolibrary.org/obo/PATO_0000070
313,hao,http://purl.obolibrary.org/obo/HAO_0001302
313,pato,http://purl.obolibrary.org/obo/PATO_0000140
314,hao,http://purl.obolibrary.org/obo/HAO_0000924
314,pato,http://purl.obolibrary.org/obo/PATO_0000140
315,hao,http://purl.obolibrary.org/obo/HAO_0000435
315,pato,http://purl.obolibrary.org/obo/PATO_0000070
316,hao,http://purl.obolibrary.org/obo/HAO_0001582
316,pato,http://purl.obolibrary.org/obo/PATO_0000070
317,hao,http://purl.obolibrary.org/obo/HAO_0001629
317,pato,http://purl.obolibrary.org/obo/PATO_0000070
318,hao,http://purl.obolibrary.org/obo/HAO_0001743
318,pato,http://purl.obolibrary.org/obo/PATO_0000070
319,hao,http://purl.obolibrary.org/obo/HAO_0000544
319,pato,http://purl.obolibrary.org/obo/PATO_0000070
320,hao,http://purl.obolibrary.org/obo/HAO_0000755
320,pato,http://purl.obolibrary.org/obo/PATO_0000070
321,hao,http://purl.obolibrary.org/obo/HAO_0000564
321,pato,http://purl.obolibrary.org/obo/PATO_0000140
322,hao,http://purl.obolibrary.org/obo/HAO_0000565
322,pato,http://purl.obolibrary.org/obo/PATO_0000070
323,hao,http://purl.obolibrary.org/obo/HAO_0000753
323,pato,http://purl.obolibrary.org/obo/PATO_0000070
324,hao,http://purl.obolibrary.org/obo/HAO_0000476
324,pato,http://purl.obolibrary.org/obo/PATO_0000070
325,hao,http://purl.obolibrary.org/obo/HAO_0000521
325,pato,http://purl.obolibrary.org/obo/PATO_0000070
326,hao,http://purl.obolibrary.org/obo/HAO_0000521
326,pato,http://purl.obolibrary.org/obo/PATO_0000140
327,hao,http://purl.obolibrary.org/obo/HAO_0000552
327,pato,http://purl.obolibrary.org/obo/PATO_0000070
328,hao,http://purl.obolibrary.org/obo/HAO_0000577
328,pato,http://purl.obolibrary.org/obo/PATO_0000070
329,hao,http://purl.obolibrary.org/obo/HAO_0001642
329,pato,http://purl.obolibrary.org/obo/PATO_0000070
330,hao,http://purl.obolibrary.org/obo/HAO_0001373
330,pato,http://purl.obolibrary.org/obo/PATO_0000070
331,hao,http://purl.obolibrary.org/obo/HAO_0001373
331,pato,http://purl.obolibrary.org/obo/PATO_0000140
332,hao,http://purl.obolibrary.org/obo/HAO_0001738
332,pato,http://purl.obolibrary.org/obo/PATO_0000070
333,hao,http://purl.obolibrary.org/obo/HAO_0002478
333,pato,http://purl.obolibrary.org/obo/PATO_0000070
334,hao,http://purl.obolibrary.org/obo/HAO_0001641
334,pato,http://purl.obolibrary.org/obo/PATO_0000070
335,hao,http://purl.obolibrary.org/obo/HAO_0001819
335,pato,http://purl.obolibrary.org/obo/PATO_0000070
336,hao,http://purl.obolibrary.org/obo/HAO_0000602
336,pato,http://purl.obolibrary.org/obo/PATO_0000070
337,hao,http://purl.obolibrary.org/obo/HAO_0001445
337,pato,http://purl.obolibrary.org/obo/PATO_0000140
338,hao,http://purl.obolibrary.org/obo/HAO_0001406
338,pato,http://purl.obolibrary.org/obo/PATO_0000070
339,hao,http://purl.obolibrary.org/obo/HAO_0001344
339,pato,http://purl.obolibrary.org/obo/PATO_0000070
340,hao,http://purl.obolibrary.org/obo/HAO_0001581
340,pato,http://purl.obolibrary.org/obo/PATO_0000070
341,hao,http://purl.obolibrary.org/obo/HAO_0000589
341,pato,http://purl.obolibrary.org/obo/PATO_0000070
342,hao,http://purl.obolibrary.org/obo/HAO_0001744
342,pato,http://purl.obolibrary.org/obo/PATO_0000070
343,hao,http://purl.obolibrary.org/obo/HAO_0001745
343,pato,http://purl.obolibrary.org/obo/PATO_0000070
344,hao,http://purl.obolibrary.org/obo/HAO_0000478
344,pato,http://purl.obolibrary.org/obo/PATO_0000140
345,hao,http://purl.obolibrary.org/obo/HAO_0000478
345,pato,http://purl.obolibrary.org/obo/PATO_0000140
346,hao,http://purl.obolibrary.org/obo/HAO_0001794
346,pato,http://purl.obolibrary.org/obo/PATO_0000070
347,hao,http://purl.obolibrary.org/obo/HAO_0001684
347,pato,http://purl.obolibrary.org/obo/PATO_0000070
348,hao,http://purl.obolibrary.org/obo/HAO_0000619
348,pato,http://purl.obolibrary.org/obo/PATO_0000140
349,hao,http://purl.obolibrary.org/obo/HAO_0001685
349,pato,http://purl.obolibrary.org/obo/PATO_0000070
350,hao,http://purl.obolibrary.org/obo/HAO_0002284
350,pato,http://purl.obolibrary.org/obo/PATO_0000070
351,hao,http://purl.obolibrary.org/obo/HAO_0000243
351,pato,http://purl.obolibrary.org/obo/PATO_0000140
352,hao,"http://purl.obolibrary.org/obo/HAO_0001522,http://purl.obolibrary.org/obo/HAO_0000351"
352,pato,http://purl.obolibrary.org/obo/PATO_0000150
353,hao,"http://purl.obolibrary.org/obo/HAO_0000225,http://purl.obolibrary.org/obo/HAO_0000783,http://purl.obolibrary.org/obo/HAO_0000351"
353,pato,http://purl.obolibrary.org/obo/PATO_0000140
354,hao,"http://purl.obolibrary.org/obo/HAO_0000237,http://purl.obolibrary.org/obo/HAO_0000351"
354,pato,http://purl.obolibrary.org/obo/PATO_0000052
355,hao,"http://purl.obolibrary.org/obo/HAO_0000225,http://purl.obolibrary.org/obo/HAO_0000351"
355,pato,http://purl.obolibrary.org/obo/PATO_0000070
356,hao,"http://purl.obolibrary.org/obo/HAO_0000957,http://purl.obolibrary.org/obo/HAO_0000351"
356,pato,http://purl.obolibrary.org/obo/PATO_0000070
357,hao,"http://purl.obolibrary.org/obo/HAO_0000967,http://purl.obolibrary.org/obo/HAO_0000351"
357,pato,http://purl.obolibrary.org/obo/PATO_0000070
358,hao,"http://purl.obolibrary.org/obo/HAO_0000888,http://purl.obolibrary.org/obo/HAO_0000351"
358,pato,http://purl.obolibrary.org/obo/PATO_0000070
359,hao,"http://purl.obolibrary.org/obo/HAO_0000093,http://purl.obolibrary.org/obo/HAO_0000351"
359,pato,http://purl.obolibrary.org/obo/PATO_0000070
360,hao,http://purl.obolibrary.org/obo/HAO_0002511
360,pato,http://purl.obolibrary.org/obo/PATO_0000070
361,hao,"http://purl.obolibrary.org/obo/HAO_0000225,http://purl.obolibrary.org/obo/HAO_0000400"
361,pato,http://purl.obolibrary.org/obo/PATO_0000070
362,hao,http://purl.obolibrary.org/obo/HAO_0001522
362,pato,http://purl.obolibrary.org/obo/PATO_0000070
363,hao,"http://purl.obolibrary.org/obo/HAO_0000967,http://purl.obolibrary.org/obo/HAO_0000400"
363,pato,http://purl.obolibrary.org/obo/PATO_0000070
364,hao,"http://purl.obolibrary.org/obo/HAO_0000890,http://purl.obolibrary.org/obo/HAO_0000400"
364,pato,http://purl.obolibrary.org/obo/PATO_0000070
365,hao,"http://purl.obolibrary.org/obo/HAO_0000170,http://purl.obolibrary.org/obo/HAO_0000400"
365,pato,http://purl.obolibrary.org/obo/PATO_0000070
366,hao,"http://purl.obolibrary.org/obo/HAO_0000237,http://purl.obolibrary.org/obo/HAO_0000519,http://purl.obolibrary.org/obo/HAO_0000400"
366,pato,http://purl.obolibrary.org/obo/PATO_0000140
367,hao,"ttp://purl.obolibrary.org/obo/HAO_0001977,http://purl.obolibrary.org/obo/HAO_0000400"
367,pato,http://purl.obolibrary.org/obo/PATO_0000052
368,hao,"ttp://purl.obolibrary.org/obo/HAO_0001977,http://purl.obolibrary.org/obo/HAO_0001522,http://purl.obolibrary.org/obo/HAO_0000400"
368,pato,http://purl.obolibrary.org/obo/PATO_0000140
369,hao,"http://purl.obolibrary.org/obo/HAO_0000226,http://purl.obolibrary.org/obo/HAO_0000400"
369,pato,http://purl.obolibrary.org/obo/PATO_0000140
370,hao,"http://purl.obolibrary.org/obo/HAO_0000394,http://purl.obolibrary.org/obo/HAO_0000400"
370,pato,http://purl.obolibrary.org/obo/PATO_0000070
371,hao,"http://purl.obolibrary.org/obo/HAO_0000903,http://purl.obolibrary.org/obo/HAO_0000400"
371,pato,http://purl.obolibrary.org/obo/PATO_0000070
372,hao,"http://purl.obolibrary.org/obo/HAO_0000909,http://purl.obolibrary.org/obo/HAO_0000400"
372,pato,http://purl.obolibrary.org/obo/PATO_0000070
373,hao,http://purl.obolibrary.org/obo/HAO_0002069
373,pato,http://purl.obolibrary.org/obo/PATO_0000070
374,hao,http://purl.obolibrary.org/obo/HAO_0001018
374,pato,http://purl.obolibrary.org/obo/PATO_0000052
375,hao,http://purl.obolibrary.org/obo/HAO_0001053
375,pato,http://purl.obolibrary.org/obo/PATO_0000070
376,hao,http://purl.obolibrary.org/obo/HAO_0001053
376,pato,http://purl.obolibrary.org/obo/PATO_0000150
377,hao,"http://purl.obolibrary.org/obo/HAO_0001106,"
377,pato,http://purl.obolibrary.org/obo/HAO_0000903
378,hao,http://purl.obolibrary.org/obo/HAO_0001121
378,pato,http://purl.obolibrary.org/obo/PATO_0000052
379,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0001351"
379,pato,http://purl.obolibrary.org/obo/PATO_0000070
380,hao,http://purl.obolibrary.org/obo/HAO_0001120
380,pato,http://purl.obolibrary.org/obo/PATO_0000052
381,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0000350"
381,pato,http://purl.obolibrary.org/obo/PATO_0000070
382,hao,"http://purl.obolibrary.org/obo/HAO_0000933,http://purl.obolibrary.org/obo/HAO_0000631"
382,pato,http://purl.obolibrary.org/obo/PATO_0000070
383,hao,"http://purl.obolibrary.org/obo/HAO_0001686,http://purl.obolibrary.org/obo/HAO_0001351"
383,pato,http://purl.obolibrary.org/obo/PATO_0000070
384,hao,http://purl.obolibrary.org/obo/HAO_0001456
384,pato,http://purl.obolibrary.org/obo/PATO_0000070
385,hao,"http://purl.obolibrary.org/obo/HAO_0000057,http://purl.obolibrary.org/obo/HAO_0000037,http://purl.obolibrary.org/obo/HAO_0000058,http://purl.obolibrary.org/obo/HAO_0000038"
385,pato,http://purl.obolibrary.org/obo/PATO_0000140
386,hao,http://purl.obolibrary.org/obo/HAO_0000378
386,pato,http://purl.obolibrary.org/obo/PATO_0000070
387,hao,http://purl.obolibrary.org/obo/HAO_0002497
387,pato,http://purl.obolibrary.org/obo/PATO_0000070
388,hao,"http://purl.obolibrary.org/obo/HAO_0001538,http://purl.obolibrary.org/obo/HAO_0001418,http://purl.obolibrary.org/obo/HAO_0001536,http://purl.obolibrary.org/obo/HAO_0001419,http://purl.obolibrary.org/obo/HAO_0001420,http://purl.obolibrary.org/obo/HAO_0001421,http://purl.obolibrary.org/obo/HAO_0001422"
388,pato,http://purl.obolibrary.org/obo/PATO_0000070
389,hao,http://purl.obolibrary.org/obo/HAO_0000035
389,pato,http://purl.obolibrary.org/obo/PATO_0000141
390,hao,"http://purl.obolibrary.org/obo/HAO_0000053,http://purl.obolibrary.org/obo/HAO_0000056"
390,pato,http://purl.obolibrary.org/obo/PATO_0000140
391,hao,http://purl.obolibrary.org/obo/HAO_0001117
391,pato,http://purl.obolibrary.org/obo/PATO_0000070
392,hao,http://purl.obolibrary.org/obo/HAO_0001768
392,pato,http://purl.obolibrary.org/obo/PATO_0000141
393,hao,http://purl.obolibrary.org/obo/HAO_0000679
393,pato,http://purl.obolibrary.org/obo/PATO_0000052
394,hao,http://purl.obolibrary.org/obo/HAO_0002498
394,pato,http://purl.obolibrary.org/obo/PATO_0000070
395,hao,http://purl.obolibrary.org/obo/HAO_0001012
395,pato,http://purl.obolibrary.org/obo/PATO_0000141
396,hao,http://purl.obolibrary.org/obo/HAO_0001619
396,pato,http://purl.obolibrary.org/obo/PATO_0000070
397,hao,http://purl.obolibrary.org/obo/HAO_0000927
397,pato,http://purl.obolibrary.org/obo/PATO_0000070
398,hao,http://purl.obolibrary.org/obo/HAO_0002499
398,pato,http://purl.obolibrary.org/obo/PATO_0000070
399,GO,http://purl.obolibrary.org/obo/GO_0072519
399,pato,http://purl.obolibrary.org/obo/PATO_0000070
400,omit,http://purl.obolibrary.org/obo/OMIT_0027773
400,pato,http://purl.obolibrary.org/obo/PATO_0000070
401,uberon,http://purl.obolibrary.org/obo/UBERON_0012245
401,pato,http://purl.obolibrary.org/obo/PATO_0000070
402,hao,http://purl.obolibrary.org/obo/HAO_0000939
402,pato,http://purl.obolibrary.org/obo/PATO_0000070
